key	value
reference_training_source_3dg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.20k.3dg.gz
min_sep_unit	1.5
lambda_sep	1
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	1.11598802
final_mean_pU	0.805015206
final_mean_sep	1.40062892
final_min_sep	0.249233201
final_max_sep	8.64612389
final_sum_wedge_k	62981.78576617215
last_training_sum_wedge_k	62981.78576617215
final_refreshed_sum_wedge_k	62982.788825669712
final_refreshed_n_wedges	261775
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	25024.7578
final_repulsion_energy	11261.0439
final_backbone_energy	346.299713
final_sep_energy	1484.46704
final_sep_force_l1	9529.71289
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	0.00020902269020822383
posterior_refresh_top_state_switch_frac	0.00894725323
posterior_refresh_mean_pU_before	0.805321515
posterior_refresh_mean_pU_after	0.805015206
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
