configuration	evidence_scope	truth_used_in_inference	cis_exact	cis_same_cross	trans_exact	trans_same_cross	exact_all	same_cross_all	calibration_ece	callable_fraction	callable_definition	structure_metric	structure_metric_name	heldout_metric	runtime_seconds	n_evaluated_contacts	n_cells	n_chromosomes	copy_swap_policy	notes	exact_log_loss	same_cross_log_loss	structure_metric_sd	heldout_metric_name	runtime_seconds_sd	n_replicates	raw_gauge_cis_exact	raw_gauge_cis_same_cross	raw_gauge_trans_exact	raw_gauge_trans_same_cross	raw_gauge_exact_all	raw_gauge_same_cross_all	callable_fraction_precision_0.55	callable_fraction_precision_0.80	callable_fraction_precision_0.90	cis_exact_sd	cis_same_cross_sd	trans_exact_sd	trans_same_cross_sd	exact_all_sd	same_cross_all_sd	raw_gauge_cis_exact_sd	raw_gauge_cis_same_cross_sd	raw_gauge_trans_exact_sd	raw_gauge_trans_same_cross_sd	raw_gauge_exact_all_sd	raw_gauge_same_cross_all_sd	exact_log_loss_sd	same_cross_log_loss_sd	calibration_ece_sd	callable_fraction_sd	callable_fraction_precision_0.55_sd	callable_fraction_precision_0.80_sd	callable_fraction_precision_0.90_sd	heldout_metric_sd	z2_evidence_status	z2_n_edges	z2_n_components	z2_largest_component	z2_frustrated_edge_fraction	z2_weighted_frustrated_edge_fraction	z2_cycle_inconsistency	z2_unresolved_chromosome_fraction	z2_min_spin_margin
prior_cis_same_cross_configured_0p9	P9016_1Mb_prior_only_full	none	0.5338911078002688	0.974963238327259	0.25699938184571147	0.4797988567618439	0.41999920007770675	0.7712907888947931	0.052263780089934	0.0	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA		NA	0	350034	1	20	CHARM/3DG reference copy labels for ORACLE coordinate rows	fixed-coordinate E-step or geometry-free prior; not a full reconstruction	1.072661756243626	0.3795145756836808																																										
prior_random_seeded	P9016_1Mb_prior_only_full	none	0.24951833715913557	0.5000461037479921	0.24942872819964299	0.5011217069393028	0.24948147894204564	0.500488523971957	0.2713277648570677	2.8568653330819293e-06	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA		NA	0	350034	1	20	CHARM/3DG reference copy labels for ORACLE coordinate rows	fixed-coordinate E-step or geometry-free prior; not a full reconstruction	1.8369458601099	0.8322535053619623																																										
prior_state_frequency_unlabeled_max_entropy	P9016_1Mb_prior_only_full	none	0.5338911078002688	0.974963238327259	0.25699938184571147	0.4797988567618439	0.41999920007770675	0.7712907888947931	0.16999920007770675	0.0	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA		NA	0	350034	1	20	CHARM/3DG reference copy labels for ORACLE coordinate rows	fixed-coordinate E-step or geometry-free prior; not a full reconstruction	1.3862943611198908	0.6931471805599454																																										
prior_uniform_four_state	P9016_1Mb_prior_only_full	none	0.5338911078002688	0.974963238327259	0.25699938184571147	0.4797988567618439	0.41999920007770675	0.7712907888947931	0.16999920007770675	0.0	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA		NA	0	350034	1	20	CHARM/3DG reference copy labels for ORACLE coordinate rows	fixed-coordinate E-step or geometry-free prior; not a full reconstruction	1.3862943611198908	0.6931471805599454																																										
ORACLE_contact_phase_native_hickit_cis_only	P9016_1Mb_ORACLE_phase_current_057B	ORACLE_CONTACT_PHASE	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_ORACLE_PHASE_FIXED_BEFORE_MSTEP	0.8023920555721241	mean_per_chromosome_copy_swap_invariant_distance_spearman	NA_NOT_HELD_OUT	21.795024998641264	NA_STRUCTURE_ONLY	1	20	per-chromosome unordered homolog assignment; geometry-selected for evaluation only	native Hickit cis-only reconstruction; chromosome placement is not identified; seeds=17,29,43			0.006580561622690923	NA_NOT_HELD_OUT	0.6523543636658661	3																																						
ORACLE_contact_phase_native_hickit_cis_plus_trans	P9016_1Mb_ORACLE_phase_current_057B	ORACLE_CONTACT_PHASE	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_ORACLE_PHASE_FIXED_BEFORE_MSTEP	0.9660979699303001	mean_per_chromosome_copy_swap_invariant_distance_spearman	NA_NOT_HELD_OUT	48.123037199334554	NA_STRUCTURE_ONLY	1	20	per-chromosome unordered homolog assignment; geometry-selected for evaluation only	native Hickit joint cis+trans reconstruction; seeds=17,29,43			0.015528504410889654	NA_NOT_HELD_OUT	3.0878280503146858	3																																						
ORACLE_contact_phase_experimental_fixed_cis_rigid_trans	P9016_1Mb_ORACLE_phase_current_057B	ORACLE_CONTACT_PHASE	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_NOT_AN_INFERENCE_TARGET	NA_ORACLE_PHASE_FIXED_BEFORE_MSTEP	0.14967931754925418	chromosome_centroid_distance_spearman	NA_NOT_HELD_OUT	31.03437153700118	NA_STRUCTURE_ONLY	1	20	per-chromosome unordered homolog assignment; geometry-selected for evaluation only	experimental rigid-body trans placement after native cis-only shapes were frozen; seeds=17,29,43; frozen-shape mean distance Spearman=0.802392; mean placement-only runtime=9.239347s; reported runtime includes its required cis-only reconstruction			0.06713223727651567	NA_NOT_HELD_OUT	0.5952188164827408	3																																						
current_pipeline_FDG_flat_synthetic_proxy	synthetic_model_mismatched_blocked_heldout	none	0.13333333333333333	0.2888888888888889	0.2594627594627595	0.4914529914529915	0.2560903149138443	0.4860368389780154	0.5068276076436976	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.6892065338836718	per_chromosome_unordered_distance_spearman	6.600530076571924	0.6428528022952378	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	FDG shell score used as endpoint likelihood proxy; not a real-data rerun; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	3.093220689568142	1.0721249236117638	0.07789633668583205	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.022726699226920784	3	0.17777777777777778	0.2888888888888889	0.2277167277167277	0.49633699633699635	0.2263814616755793	0.4907902554961378	0.0029708853238265003	0.0	0.0	0.0	0.1924500897298753	0.014803853056144262	0.01041436026204638	0.014408028108118991	0.007421269160307074	0.10183501544346311	0.1924500897298753	0.0064320230481396505	0.014991488593172963	0.006174869189193867	0.014408028108118996	0.2376838818946477	0.047692316066765626	0.019748629907444557	0.0	0.005145724324328216	0.0	0.0	0.12266676219853224									
current_pipeline_DIST2_synthetic_proxy	synthetic_model_mismatched_blocked_heldout	none	0.26666666666666666	0.6	0.24603174603174602	0.48412698412698413	0.24658348187759951	0.48722519310754603	0.6851414056777595	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.49688998528899336	per_chromosome_unordered_distance_spearman	8.580459371044812	0.588294922063748	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	DIST2 endpoint likelihood; same synthetic optimizer; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	12.159258628123235	4.167660454542846	0.05636844454806855	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.0324287660404505	3	0.22222222222222224	0.6	0.26129426129426125	0.5097680097680097	0.26024955436720143	0.5121806298276886	0.0	0.0	0.0	0.0	0.06666666666666665	0.00825869918099431	0.028036538469365158	0.008037878347277877	0.02898098252705216	0.03849001794597504	0.06666666666666665	0.01119066103774319	0.03257465585336777	0.011688838724245984	0.030057373428263194	2.5023209970191576	1.687061989872379	0.02772246566075733	0.0	0.0	0.0	0.0	0.33136697908818225									
current_pipeline_LOGDIST2_synthetic_proxy	synthetic_model_mismatched_blocked_heldout	none	0.24444444444444446	0.5555555555555555	0.2509157509157509	0.5122100122100122	0.2507427213309566	0.5133689839572192	0.04775732743890929	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.840641160784451	per_chromosome_unordered_distance_spearman	6.127527192305197	0.5697758148113886	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	LOGDIST2 endpoint likelihood; same synthetic optimizer; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.4008828475287813	0.692757218487278	0.04834495639273404	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.009395947848307495	3	0.26666666666666666	0.5555555555555555	0.2564102564102564	0.5268620268620269	0.2566844919786096	0.5276292335115864	0.0	0.0	0.0	0.03849001794597504	0.13877773329774215	0.014991488593172985	0.024320615735094104	0.015368410168006613	0.026379052739659098	0.13333333333333336	0.13877773329774215	0.016483516483516467	0.018707635465255872	0.014590646652179061	0.021904110031095374	0.004907461931694977	0.0016118821339806825	0.009970042560381746	0.0	0.0	0.0	0.0	0.137242271171471									
monotone_contact_likelihood_posterior_once	synthetic_model_mismatched_blocked_heldout	none	0.24444444444444446	0.5555555555555555	0.23687423687423684	0.4987789987789988	0.2370766488413547	0.5002970885323826	0.061631838636677955	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8463434133131938	per_chromosome_unordered_distance_spearman	6.1048591803968	0.5820086537860334	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	normalized endpoint marginal applies latent posterior once; no duplicate alias row; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.4025068286350704	0.6932513546924439	0.03445190220821851	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.027152700884404277	3	0.26666666666666666	0.5555555555555555	0.27533577533577536	0.5354090354090354	0.27510398098633393	0.5359477124183006	0.0	0.0	0.0	0.03849001794597504	0.13877773329774215	0.01480385305614424	0.012194740143735127	0.014590646652179047	0.014842538320614157	0.13333333333333336	0.13877773329774215	0.0038125750905973303	0.01535988476850932	0.004485938464213158	0.017586035159772733	0.0024674102668493605	0.0012136083532150153	0.005730450370592272	0.0	0.0	0.0	0.0	0.11702723266170544									
monotone_plus_background_legacy_regularizers_on	synthetic_model_mismatched_blocked_heldout	none	0.1777777777777778	0.48888888888888893	0.25335775335775335	0.5042735042735043	0.25133689839572193	0.5038621509209744	0.06813294456898557	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8351393317499683	per_chromosome_unordered_distance_spearman	6.041647412007051	0.7555786790326238	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	background contrastive component plus gauge-forcing copy-track and hard-separation prototypes; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.407901080128399	0.6945688873593663	0.0678557967397281	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.04397583933939429	3	0.3333333333333333	0.48888888888888893	0.2515262515262515	0.5262515262515263	0.25371360665478315	0.5252525252525252	0.0	0.0	0.0	0.03849001794597506	0.03849001794597504	0.014226105247534844	0.03408430977340136	0.014148402732965734	0.03411735524647797	0.13333333333333333	0.03849001794597504	0.01778852537769653	0.01219474014373511	0.018723649740450057	0.012895148196203654	0.002130240742377406	0.0003707822784177668	0.00573596099191566	0.0	0.0	0.0	0.0	0.0726819783090764									
monotone_plus_background_conservative_regularizers_off	synthetic_model_mismatched_blocked_heldout	none	0.2222222222222222	0.48888888888888893	0.2368742368742369	0.49755799755799757	0.23648247177658943	0.49732620320855614	0.06446192483266822	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8627159327444072	per_chromosome_unordered_distance_spearman	6.019538925368258	0.6620590783034762	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	same endpoint/background mixture with global copy-track and hard minimum separation disabled; Delta may shrink; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.400004148595058	0.6939907579677506	0.05624028031513998	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.011683040100780698	3	0.24444444444444446	0.48888888888888893	0.26007326007326004	0.5268620268620269	0.25965537730243615	0.5258467023172906	0.0	0.0	0.0	0.0769800358919501	0.10183501544346309	0.010574180754388745	0.00845934460351097	0.011460072205576892	0.010842713957750818	0.13877773329774218	0.10183501544346309	0.007326007326007328	0.012864046096279298	0.005145724324328214	0.01522995320020949	0.0021594076621106223	0.0005125014238943965	0.004165668871672485	0.0	0.0	0.0	0.0	0.06021369419982965									
staged_cis_then_trans	synthetic_model_mismatched_blocked_heldout	none	0.24444444444444446	0.5555555555555555	0.2582417582417582	0.5128205128205128	0.25787284610814026	0.5139631610219846	0.04642391766322435	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8616358620032728	per_chromosome_unordered_distance_spearman	6.019321088912608	0.7255173553712666	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	cis first, shape-preserving trans placement, weak joint refinement; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.4026176678805513	0.692967547707048	0.025555958616394855	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.01914608089266904	3	0.2888888888888889	0.5555555555555555	0.24420024420024422	0.5128205128205128	0.24539512774806893	0.5139631610219845	0.0017825311942959	0.0	0.0	0.07698003589195009	0.13877773329774215	0.012820512820512806	0.024019921334439562	0.014517874893488564	0.025851824025914575	0.13877773329774218	0.13877773329774215	0.013746434980705382	0.025641025641025644	0.010891445501974652	0.023670331891909768	0.0068201070317855765	0.0023828567308710365	0.0002239039814827361	0.0	0.003087434594596929	0.0	0.0	0.04585553505873397									
staged_plus_Z2_synchronization	synthetic_model_mismatched_blocked_heldout	none	0.24444444444444446	0.5555555555555555	0.2582417582417582	0.5128205128205128	0.25787284610814026	0.5139631610219846	0.04642391766322435	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8616358620032728	per_chromosome_unordered_distance_spearman	6.019321088912608	0.7255173553712666	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	no calibrated blind relative-gauge edges are available; all chromosomes remain unresolved and synchronization is a no-op; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.4026176678805513	0.692967547707048	0.025555958616394855	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.01914608089266904	3	0.2888888888888889	0.5555555555555555	0.24420024420024422	0.5128205128205128	0.24539512774806893	0.5139631610219845	0.0017825311942959	0.0	0.0	0.07698003589195009	0.13877773329774215	0.012820512820512806	0.024019921334439562	0.014517874893488564	0.025851824025914575	0.13877773329774218	0.13877773329774215	0.013746434980705382	0.025641025641025644	0.010891445501974652	0.023670331891909768	0.0068201070317855765	0.0023828567308710365	0.0002239039814827361	0.0	0.003087434594596929	0.0	0.0	0.04585553505873397	UNRESOLVED_NO_CALIBRATED_BLIND_RELATIVE_GAUGE_EVIDENCE	0	3	1	nan	nan	nan	1.0	0.0
molecule_level_readchain_normalized_composite	synthetic_model_mismatched_blocked_heldout	none	0.22222222222222224	0.5555555555555555	0.257020757020757	0.49328449328449325	0.2560903149138443	0.494949494949495	0.07922114869386433	0.0	eval-only maximum signal-aware p(state) threshold coverage achieving exact precision >=0.70; confidence ties intact	0.8955989936057908	per_chromosome_unordered_distance_spearman	2.868001466019875	5.680122195432584	561	1	3	per-chromosome geometry-selected ORACLE alignment for evaluation metrics only	exact 2^m shared-copy enumeration under a unit-mass tempered composite; contrastive normalization, not an exact joint likelihood; mean of 3 seeds; contact metrics use per-chromosome geometry-selected ORACLE alignment for evaluation only; raw arbitrary-gauge values are retained in raw_gauge_* columns	1.423340849910231	0.696401167175	0.02272715667674903	blind_normalized_endpoint_nll_or_labeled_contrastive_pseudo_nll_lower_better	0.06112730470824654	3	0.24444444444444446	0.5555555555555555	0.22893772893772893	0.4896214896214896	0.2293523469994058	0.49138443256090314	0.0	0.0	0.0	0.03849001794597504	0.13877773329774215	0.005887454677040887	0.019583656816050583	0.005145724324328214	0.01607575669455578	0.1018350154434631	0.13877773329774215	0.012689016905266503	0.013746434980705382	0.013139242060306583	0.014842538320614157	0.01521512438621763	0.0038993212158879133	0.013592286833191858	0.0	0.0	0.0	0.0	0.16723758055440532									
prior_only_uniform	synthetic_model_mismatched_blocked_heldout	none	0.13333333333333333	0.26666666666666666	0.24358974358974358	0.47619047619047616	0.24064171122994651	0.47058823529411764	0.009358288770053486	0.0	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA	NA	NA	0.0	561	1	3	truth coordinate labels only for ORACLE row	geometry-free prior	1.3862943611198908	0.6931471805599454		NA		1																																						
ORACLE_coordinates_monotone_log	synthetic_model_mismatched_blocked_heldout	ORACLE_COORDINATES	0.2	0.4666666666666667	0.25274725274725274	0.5128205128205128	0.25133689839572193	0.5115864527629234	0.03235953792549495	0.0	eval-only maximum threshold coverage achieving exact precision >=0.70; confidence ties intact	NA	NA	NA	0.0	561	1	3	truth coordinate labels only for ORACLE row	ORACLE positive control	1.3918220855197654	0.6932327196146352		NA		1																																						
