key	value
reference_derived_positive_control	1
reference_training_source_3dg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.20k.3dg.gz
min_sep_unit	0
lambda_sep	0
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/work_outputs/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_charm3dg20k_2pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	0.76606375
final_mean_pU	0.552598178
final_mean_sep	2.69791913
final_min_sep	0.145999104
final_max_sep	10.3092661
final_sum_wedge_k	63104.765323014486
last_training_sum_wedge_k	63104.765323014486
final_refreshed_sum_wedge_k	63108.021406124397
final_refreshed_n_wedges	197266
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	7933.31982
final_repulsion_energy	6415.42432
final_backbone_energy	485.093658
final_sep_energy	0
final_sep_force_l1	0
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	3.5084593033913153e-05
posterior_refresh_top_state_switch_frac	0.00176864304
posterior_refresh_mean_pU_before	0.552707791
posterior_refresh_mean_pU_after	0.552598178
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
