key	value
trans_top1_mstep_mix_weight	0.75
trans_top1_mstep_scope	trans_edges_only
trans_top1_mstep_application_point	post_estep_pre_softall_mstep
trans_top1_mstep_uses_phase_labels	0
trans_top1_mstep_uses_charm_or_reference	0
readgroup_mode	off
readgroup_max_segments	8
readgroup_eps	9.99999997e-07
readgroup_entries	0
readgroup_groups	0
readgroup_groups_used	0
readgroup_raw_decoded	0
readgroup_groups_skipped_too_large	0
readgroup_groups_skipped_bad	0
readgroup_uses_phase_labels	0
readgroup_uses_charm_or_reference	0
estep_score_mode	fdg_flat
d_scale_mode	posterior_count
d_scale_eps_count	9.99999997e-07
same_bin_filter_enabled	1
n_raw_same_bin_excluded	438895
n_bpair_same_bin_excluded	2564
n_raw_cis	1135454
n_raw_trans	568434
n_bpair_cis	86393
n_bpair_trans	403163
raw_posterior_same_bin_policy	uniform_unknown_rows
copy_labels_are_gauge_only	1
uses_phase_labels	0
uses_charm_or_reference	0
uses_charm_for_training	0
reference_derived_positive_control	0
reference_training_source_3dg	NA
min_sep_unit	0
lambda_sep	0
lambda_copytrack	0
copytrack_prior_mode	off
copytrack_scope	same_chrom_adjacent_beads
copytrack_vector_definition	copy1_minus_copy0
copytrack_uses_phase_labels	0
copytrack_uses_charm_or_reference	0
lambda_global_copytrack	0
global_copytrack_prior_mode	off
global_copytrack_scope	chromosome_mean_homolog_vectors
global_copytrack_vector_definition	copy1_minus_copy0
global_copytrack_reference	current_global_mean_vector
global_copytrack_weight_mode	bead_weighted_chrom_mean
global_copytrack_uses_phase_labels	0
global_copytrack_uses_charm_or_reference	0
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1mix0p75_pmax0p30_m0_td1_sep0/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	0.623587012
final_mean_pU	0.449822932
final_mean_sep	4.74695396
final_min_sep	1.28207302
final_max_sep	11.603941
final_sum_wedge_k	104156.10288189247
last_training_sum_wedge_k	104156.10288189247
final_refreshed_sum_wedge_k	104176.73283888283
final_refreshed_n_wedges	214396
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	20524.1016
final_repulsion_energy	17610.5059
final_backbone_energy	127.934059
final_sep_energy	0
final_sep_force_l1	0
final_copytrack_energy	0
final_copytrack_force_l1	0
final_global_copytrack_energy	0
final_global_copytrack_force_l1	0
n_copytrack_nonfinite_step	0
n_global_copytrack_nonfinite_step	0
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	0.00020967011750066002
posterior_refresh_top_state_switch_frac	0.00163821911
posterior_refresh_mean_pU_before	0.449970484
posterior_refresh_mean_pU_after	0.449822932
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
